Epoch,Beta
1,0.36428987979888916
2,0.6062746047973633
3,0.4039883613586426
4,0.18091261386871338
5,-0.022510886192321777
6,-0.18798291683197021
7,-0.3251764178276062
8,-0.47517627477645874
9,-0.6257286667823792
10,-0.7871478796005249
11,-0.9832406044006348
12,-1.2569040060043335
13,-1.5512850284576416
14,-1.893815040588379
15,-2.266369104385376
16,-2.6468305587768555
17,-3.018587589263916
18,-3.3431408405303955
19,-3.555896759033203
20,-3.6832284927368164
21,-3.7468254566192627
22,-3.772876024246216
23,-3.7848572731018066
24,-3.790125846862793
25,-3.7928943634033203
26,-3.7942373752593994
27,-3.7949488162994385
28,-3.7956762313842773
29,-3.7956767082214355
30,-3.795987129211426
31,-3.7961409091949463
32,-3.7965033054351807
33,-3.796588897705078
34,-3.7970075607299805
35,-3.797353506088257
36,-3.797755718231201
37,-3.7979958057403564
38,-3.7981009483337402
39,-3.7982497215270996
40,-3.798464775085449
41,-3.7985939979553223
42,-3.798819065093994
43,-3.799128293991089
44,-3.7991976737976074
45,-3.7995920181274414
46,-3.7998180389404297
47,-3.8001322746276855
48,-3.8001699447631836
49,-3.800473690032959
50,-3.800532341003418
51,-3.800595998764038
52,-3.800727128982544
53,-3.8011341094970703
54,-3.8014001846313477
55,-3.8015265464782715
56,-3.8018064498901367
57,-3.8019533157348633
58,-3.802199602127075
59,-3.8022847175598145
60,-3.8024532794952393
61,-3.8025035858154297
62,-3.8025355339050293
63,-3.802680015563965
64,-3.8026628494262695
65,-3.8027894496917725
66,-3.802786111831665
67,-3.8028523921966553
68,-3.8028476238250732
69,-3.802976131439209
70,-3.803027868270874
71,-3.8030550479888916
72,-3.8031325340270996
73,-3.8032331466674805
74,-3.8033013343811035
75,-3.8033607006073
76,-3.803431510925293
77,-3.803536891937256
78,-3.803621530532837
79,-3.803666830062866
80,-3.803788423538208
81,-3.803884744644165
82,-3.803983688354492
83,-3.804039478302002
84,-3.804011106491089
85,-3.80416202545166
86,-3.8041934967041016
87,-3.804236650466919
88,-3.8043060302734375
89,-3.8043875694274902
90,-3.804455041885376
91,-3.804558515548706
92,-3.8045666217803955
93,-3.804624557495117
94,-3.8046576976776123
95,-3.8048057556152344
96,-3.804863691329956
97,-3.8048601150512695
98,-3.8049392700195312
99,-3.8050625324249268
100,-3.805077075958252
